label,array_size,working_set_bytes,ntimes,copy_min,copy_med,copy_max,scale_min,scale_med,scale_max,add_min,add_med,add_max,triad_min,triad_med,triad_max,cpu_freq_mhz,temp_c
228K,19456,233472,4599,26113.4,26113.4,26113.4,13056.7,13056.7,13056.7,21288.1,21288.1,21288.1,19585.1,19585.1,19585.1,2200,54.0
256K,21845,262144,4096,25275.7,25275.7,29319.9,13574.0,13574.0,13574.0,21989.9,21989.9,21989.9,20361.0,20361.0,20361.0,2200,54.0
287K,24490,293888,3653,28336.1,28336.1,28336.1,13254.0,13254.0,13254.0,21252.1,21252.1,21252.1,19881.0,19881.0,19881.0,2200,54.0
323K,27562,330752,3246,28025.1,28025.1,28025.1,13025.7,13025.7,13025.7,22374.9,22374.9,22374.9,19538.6,19538.6,19538.6,2200,54.0
362K,30890,370688,2896,28013.4,28013.4,28013.4,13120.2,13120.2,13120.2,21897.8,21897.8,21897.8,19680.3,19680.3,19680.3,2200,54.0
406K,34645,415744,2582,27678.4,27678.4,27678.4,13210.2,13210.2,13210.2,22072.7,22072.7,22072.7,19815.2,19815.2,19815.2,2200,54.0
456K,38912,466944,2299,26113.4,26113.4,26113.4,13056.7,13056.7,13056.7,21288.1,21288.1,21288.1,19585.1,19585.1,19585.1,2200,54.0
512K,43690,524288,2048,27148.0,27148.0,27148.0,12973.4,12973.4,12973.4,21144.1,21772.2,21989.9,19460.1,19460.1,19460.1,2200,54.0
575K,49066,588800,1823,26554.5,26554.5,26554.5,13171.1,13171.1,13171.1,21107.5,21107.5,21107.5,19756.6,19756.6,19756.6,2200,54.0
645K,55040,660480,1625,26011.8,26011.8,26011.8,13005.9,13005.9,13005.9,21309.6,21309.6,21309.6,19508.8,19508.8,19508.8,2200,54.0
724K,61781,741376,1448,26240.8,26240.8,26240.8,13037.9,13037.9,13037.9,21298.2,21298.2,21298.2,19556.9,19556.9,19556.9,2200,54.0
813K,69376,832512,1289,26453.1,26453.1,26453.1,12932.6,12932.6,12932.6,21422.1,21422.1,21422.1,19398.9,19398.9,19398.9,2200,54.0
912K,77824,933888,1149,26113.4,26113.4,26113.4,12991.7,12991.7,12991.7,21288.1,21288.1,21288.1,19487.6,19487.6,19487.6,2200,54.0
1.00M,87381,1048576,1024,25947.1,25947.1,25947.1,12973.5,12973.5,12973.5,21453.8,21453.8,21453.8,19460.3,19460.3,19460.3,2200,54.0
1.12M,98048,1176576,912,26319.6,26319.6,26319.6,12901.7,12901.7,12901.7,21456.2,21456.2,21456.2,19352.6,19352.6,19352.6,2200,54.0
1.26M,110080,1320960,812,26011.8,26011.8,26011.8,12960.3,12960.3,12960.3,21309.6,21309.6,21309.6,19372.4,19440.4,19440.4,2200,54.0
1.41M,123562,1482752,724,26075.8,26075.8,26075.8,12875.9,12875.9,12875.9,21225.5,21225.5,21225.5,19313.9,19313.9,19313.9,2200,54.0
1.59M,138666,1664000,645,25849.2,25849.2,25849.2,12924.6,12924.6,12924.6,21343.4,21343.4,21343.4,19386.9,19386.9,19386.9,2200,54.0
1.78M,155733,1868800,574,25997.7,25997.7,25997.7,12870.8,12870.8,12870.8,21242.0,21242.0,21242.0,19306.2,19306.2,19306.2,2200,54.0
2.00M,174762,2097152,512,25947.1,25947.1,25947.1,12831.6,12831.6,12831.6,21195.3,21195.3,21195.3,19247.4,19247.4,19247.4,2200,54.0
2.25M,196181,2354176,456,24201.3,25318.2,25713.8,12882.1,12882.1,12882.1,20831.5,21053.5,21234.7,18988.7,19135.9,19323.1,2200,54.0
2.52M,220160,2641920,406,23230.6,24141.6,25212.8,12780.9,12780.9,12869.9,19717.1,20332.1,20829.0,18749.6,18877.4,19006.9,2200,54.0
2.83M,247125,2965504,362,23033.7,24105.1,24105.1,12679.1,12836.1,12856.0,20061.6,20191.9,20457.6,18648.0,18788.8,18874.4,2200,54.0
3.17M,277418,3329024,322,20548.8,21107.9,21155.9,12545.3,12613.3,12682.0,18396.4,18817.9,18919.9,17607.7,17719.4,17993.4,2200,54.0
3.56M,311381,3736576,287,18893.7,19171.0,20248.5,12512.8,12527.8,12588.2,16979.8,17147.0,17394.4,16833.9,16979.8,17053.7,2200,54.0
4.00M,349525,4194304,256,17272.6,17796.8,18268.1,12103.3,12216.8,12371.4,15310.9,15540.8,15820.3,15595.9,15763.6,16065.9,2200,54.0
4.49M,392362,4708352,228,15786.0,16016.4,16253.7,11839.5,11925.3,12034.3,13370.5,13563.3,13572.7,13848.7,14227.8,14446.4,2200,54.0
5.04M,440405,5284864,203,15250.3,15313.5,15588.1,11590.2,11746.9,11860.0,12126.0,12199.4,12488.1,12917.4,12985.5,13046.7,2200,54.0
5.66M,494336,5932032,181,14486.6,14653.0,14704.9,11494.9,11534.9,11567.1,11004.3,11192.4,11273.6,11814.2,11984.9,12037.1,2200,54.0
6.35M,554837,6658048,161,14465.6,14510.7,14601.8,11585.1,11650.3,11716.3,10622.2,10650.6,10703.7,11361.2,11440.3,11597.1,2200,54.0
7.13M,622762,7473152,143,14119.2,14157.5,14273.5,11920.4,11947.6,12009.4,10210.0,10420.4,10469.2,10860.9,10894.9,10990.4,2200,54.0
8.00M,699050,8388608,128,13904.1,14020.5,14054.1,12053.6,12109.6,12159.8,10239.9,10318.0,10354.4,10632.9,10700.8,10740.0,2200,54.0
8.98M,784640,9415680,114,13712.6,13886.2,13982.0,12285.7,12331.7,12354.8,10281.8,10311.3,10324.8,10486.5,10531.3,10579.2,2200,55.0
10.08M,880725,10568704,101,13681.6,13732.4,13783.7,12448.3,12448.3,12490.4,10342.6,10352.3,10371.6,10454.8,10514.3,10536.8,2200,54.0
11.31M,988586,11863040,90,13522.8,13589.3,13656.4,12512.8,12517.5,12555.4,10353.1,10368.2,10379.0,9676.6,10453.2,10508.4,2200,55.0
12.70M,1109674,13316096,80,13413.0,13471.2,13554.6,12541.1,12558.0,12575.0,10321.9,10412.3,10435.7,10453.3,10468.9,10542.0,2200,54.0
14.25M,1245525,14946304,71,12891.1,13481.6,13555.9,12550.4,12580.6,12614.8,10394.5,10422.2,10444.7,10245.0,10458.7,10481.4,2200,54.0
16.00M,1398101,16777216,64,13476.7,13507.8,13554.6,12597.3,12607.5,12610.9,10401.9,10426.5,10452.9,10446.7,10485.6,10504.4,2200,55.0
17.96M,1569280,18831360,57,13381.5,13412.2,13470.5,12594.2,12594.2,12606.2,10403.6,10421.5,10444.9,10439.4,10443.5,10490.7,2200,54.0
20.16M,1761536,21138432,50,13448.8,13461.0,13485.6,12605.5,12616.3,12640.6,10321.4,10418.5,10470.1,10428.3,10489.9,10512.3,2200,54.0
22.63M,1977173,23726080,45,13370.2,13394.5,13416.2,12603.1,12605.5,12663.3,10373.6,10406.2,10442.2,10410.5,10442.2,10465.3,2200,55.0
25.40M,2219349,26632192,40,13388.9,13490.8,13584.3,12600.5,12611.2,12636.9,10398.8,10443.5,10448.4,10319.0,10492.5,10527.1,2200,55.0
28.51M,2491136,29893632,35,13631.5,13651.6,13705.3,12598.1,12605.7,12613.3,10413.0,10456.4,10518.7,10466.9,10493.2,10537.3,2200,55.0
32.00M,2796202,33554432,32,13697.1,13773.5,13832.4,12588.9,12617.7,12639.8,10442.8,10452.9,10482.5,10478.6,10525.6,10557.9,2200,55.0
35.92M,3138645,37663744,28,13781.1,13879.2,13903.0,12599.0,12618.7,12636.8,10410.1,10441.7,10523.1,10500.0,10526.6,10583.0,2200,55.0
40.32M,3522986,42275840,25,13740.8,13829.2,13897.5,12598.5,12632.2,12644.3,10412.7,10456.3,10490.3,10459.4,10511.5,10516.4,2200,55.0
45.25M,3954432,47453184,22,13623.1,13731.6,13820.3,12608.2,12638.2,12655.1,10433.7,10482.0,10509.7,10463.9,10503.6,10512.5,2200,55.0
50.80M,4438698,53264384,20,13506.7,13647.8,13779.1,12557.0,12618.7,12664.8,10425.5,10462.6,10489.1,9467.6,10468.4,10495.5,2200,55.0
57.02M,4982272,59787264,17,13286.0,13721.1,13834.6,12617.2,12629.5,12685.1,10377.7,10463.0,10489.2,9473.2,10502.0,10536.8,2200,55.0
64.00M,5592405,67108864,16,13864.1,13971.4,14042.5,12556.0,12609.2,12645.7,10480.9,10495.7,10543.3,10518.9,10544.9,10580.2,2200,55.0
71.84M,6277290,75327488,14,13973.1,14027.1,14102.2,12572.7,12589.3,12592.3,10494.1,10511.6,10540.0,10538.2,10566.4,10576.7,2200,55.0
80.63M,7045973,84551680,12,13615.7,14137.6,14180.9,12548.4,12573.7,12601.9,10487.8,10527.1,10551.8,10525.5,10576.7,10583.6,2200,55.0
90.51M,7908864,94906368,11,13862.9,14088.8,14154.2,12573.6,12583.7,12608.8,10479.8,10500.8,10534.5,10567.5,10575.9,10585.2,2200,55.0
101.59M,8877397,106528768,10,13942.2,14147.5,14223.9,12567.5,12585.1,12601.0,10497.5,10499.7,10533.8,10502.6,10585.0,10592.5,2200,55.0
114.04M,9964544,119574528,8,12595.3,13823.2,14000.3,12569.7,12587.2,12613.3,10225.3,10515.6,10530.6,9605.1,10536.2,10606.1,2200,55.0
128.00M,11184810,134217728,8,12826.8,13804.4,13985.5,12565.3,12591.8,12623.6,10439.3,10471.7,10509.7,10455.4,10515.2,10519.5,2200,55.0
143.67M,12554496,150653952,7,12732.6,13733.9,13880.0,12559.1,12565.5,12573.4,10396.5,10448.2,10513.3,9950.1,10471.4,10519.0,2200,55.0
161.27M,14091946,169103360,6,13649.9,13969.7,14155.4,12521.8,12552.7,12561.0,9738.7,10419.3,10519.7,10459.1,10505.4,10578.2,2200,55.0
181.02M,15817728,189812736,5,11732.0,13232.2,14040.0,12491.9,12532.9,12560.2,9479.7,10402.3,10539.2,9458.5,10511.9,10578.1,2200,55.0
203.19M,17754794,213057536,5,13567.6,14031.2,14104.0,12456.4,12548.5,12594.1,10078.9,10380.4,10472.2,10455.3,10461.9,10536.5,2200,55.0
228.07M,19929088,239149056,5,13709.8,13738.2,14025.8,12489.9,12519.4,12548.7,10351.9,10464.2,10479.8,10407.3,10435.9,10538.9,2200,55.0
256.00M,22369621,268435456,5,13572.7,13894.3,13976.6,12188.8,12510.8,12532.8,10223.5,10339.2,10456.8,9407.6,10432.3,10489.9,2200,55.0
287.35M,25109077,301308928,5,11916.3,13906.9,13918.6,12455.8,12510.0,12545.9,10326.2,10465.8,10504.8,10396.0,10418.3,10498.6,2200,55.0
322.54M,28183978,338207744,5,13045.9,13255.3,13825.0,12384.6,12508.1,12531.1,10310.8,10453.3,10479.3,10072.6,10401.6,10440.5,2200,55.0
362.04M,31635456,379625472,5,11644.1,13383.0,13627.3,12492.5,12530.7,12561.2,9993.6,10417.8,10501.3,9444.1,10401.3,10495.6,2200,55.0
406.38M,35509589,426115072,5,12273.8,13187.8,13668.7,12484.1,12511.1,12557.0,10326.3,10410.8,10434.0,9355.9,10353.2,10447.6,2200,55.0
456.14M,39858176,478298112,5,12632.3,12753.1,13633.8,12392.2,12527.1,12596.0,9816.5,10311.9,10425.9,9207.1,10253.6,10416.8,2200,55.0
512.00M,44739242,536870912,5,12331.2,13082.6,14104.4,12513.1,12529.8,12588.5,10185.0,10322.9,10471.9,10135.2,10325.8,10544.5,2200,55.0
574.70M,50218069,602616832,5,12793.3,13768.8,14420.7,12495.9,12520.1,12543.9,10263.4,10450.7,10503.7,10276.4,10409.0,10497.6,2200,55.0
645.08M,56367872,676414464,5,12691.5,13404.9,14011.9,12461.8,12503.3,12510.6,10198.0,10323.3,10460.0,10146.0,10423.2,10495.3,2200,55.0
724.08M,63270826,759249920,5,12330.4,12947.7,14125.3,12403.0,12480.4,12501.6,10038.3,10308.9,10391.3,10152.7,10452.1,10471.3,2200,55.0
812.75M,71019093,852229120,5,12232.3,12912.6,13659.5,12492.1,12510.5,12544.2,10137.6,10178.1,10397.6,10184.5,10309.9,10509.4,2200,55.0
912.28M,79716266,956595200,5,12714.2,13152.1,13865.2,12415.2,12434.8,12504.0,10196.9,10345.7,10453.4,10250.5,10444.9,10559.8,2200,55.0
1.00G,89478485,1073741824,5,12421.1,12894.5,13210.3,12444.0,12511.2,12534.2,10248.8,10295.0,10329.2,10314.0,10416.0,10430.5,2200,55.0
1.12G,100436224,1205234688,5,12082.4,13273.6,13590.8,12260.1,12295.0,12309.9,9791.6,9971.4,10166.0,9930.6,10140.6,10286.5,2200,55.0
1.26G,112735829,1352829952,5,12095.6,12929.0,13108.2,12233.8,12581.3,12630.9,9979.4,10476.3,10492.8,9964.4,10530.6,10555.2,2200,55.0
1.41G,126541653,1518499840,5,12575.6,12873.2,13153.8,12327.0,12483.9,12574.2,10237.0,10454.1,10519.5,9760.4,10507.6,10543.9,2200,55.0
1.59G,142038272,1704459264,5,12436.0,13134.9,13330.2,12511.9,12518.8,12581.4,10337.5,10367.9,10421.5,10406.7,10450.0,10559.4,2200,55.0
1.78G,159432533,1913190400,5,12505.5,12752.7,12960.2,12432.5,12550.0,12587.9,9871.0,10463.5,10553.4,9952.2,10539.7,10559.3,2200,55.0
2.00G,178956970,2147483648,5,12678.8,13623.6,13769.0,12482.9,12539.2,12546.1,9934.5,10345.9,10364.5,9436.1,10454.8,10514.2,2200,55.0
