label,array_size,working_set_bytes,ntimes,copy_min,copy_med,copy_max,scale_min,scale_med,scale_max,add_min,add_med,add_max,triad_min,triad_med,triad_max,cpu_freq_mhz,temp_c
3.17M,277418,3329024,322,20324.5,20778.1,21155.9,12613.3,12751.5,12769.0,18300.0,18717.0,18919.9,17519.3,17809.8,17901.2,2200,54.0
3.56M,311381,3736576,287,18591.1,18859.6,19602.7,12512.8,12573.1,12649.2,16532.0,16743.9,16998.2,16325.3,16532.0,16690.4,2200,54.0
4.00M,349525,4194304,256,16541.8,17171.5,17478.6,12053.6,12153.5,12423.8,15036.0,15139.6,15364.3,15418.2,15595.9,15721.3,2200,55.0
4.49M,392362,4708352,228,16094.7,16193.7,16354.6,11797.0,11979.5,12167.7,13647.7,13685.5,13733.1,14268.9,14362.3,14446.4,2200,54.0
5.04M,440405,5284864,203,15048.4,15457.7,15457.7,11700.3,11774.9,11831.5,12033.8,12092.9,12321.5,12495.1,12768.6,12985.5,2200,54.0
5.66M,494336,5932032,181,14486.6,14757.3,14863.0,11591.3,11664.7,11739.0,10984.9,11112.4,11212.6,11887.6,11933.2,12031.3,2200,54.0
6.35M,554837,6658048,161,14277.0,14277.0,14365.2,11716.3,11775.6,11805.5,10451.3,10586.0,10602.1,10968.5,11210.7,11361.2,2200,54.0
7.13M,622762,7473152,143,14033.9,14109.7,14234.6,11805.9,11981.9,12009.4,10210.0,10266.8,10337.9,10786.2,10845.9,10864.7,2200,55.0
8.00M,699050,8388608,128,13904.1,14045.6,14155.8,12103.3,12134.6,12159.8,10204.3,10305.9,10318.0,10632.9,10674.9,10700.8,2200,55.0
8.98M,784640,9415680,114,13705.4,13762.8,13827.8,12308.6,12308.6,12383.9,10247.1,10257.7,10346.4,10483.7,10534.1,10613.3,2200,55.0
10.08M,880725,10568704,101,13606.0,13707.0,13738.8,12427.3,12469.3,12490.4,10301.7,10330.5,10352.3,10474.6,10484.5,10546.8,2200,55.0
11.31M,988586,11863040,90,13500.8,13567.1,13611.6,12475.2,12494.0,12536.4,10288.9,10342.4,10370.4,9430.8,10416.0,10470.8,2200,55.0
12.70M,1109674,13316096,80,12883.9,13451.8,13554.6,12503.2,12541.1,12609.0,10329.5,10377.5,10410.4,10291.5,10435.7,10468.9,2200,55.0
14.25M,1245525,14946304,71,13373.7,13412.4,13429.6,12516.6,12535.4,12611.0,10363.6,10372.2,10415.2,10401.4,10458.7,10465.7,2200,55.0
16.00M,1398101,16777216,64,13331.2,13411.2,13430.4,12510.0,12553.5,12553.5,10362.1,10388.1,10426.5,10406.5,10440.5,10452.9,2200,55.0
17.96M,1569280,18831360,57,13371.3,13398.5,13453.3,12516.4,12555.1,12567.1,10353.2,10398.2,10414.6,10421.5,10461.5,10467.1,2200,55.0
20.16M,1761536,21138432,50,13333.5,13396.9,13421.3,12504.2,12528.1,12673.1,10351.5,10387.9,10417.2,10412.3,10444.2,10463.9,2200,55.0
22.63M,1977173,23726080,45,13337.9,13416.2,13473.4,12543.6,12574.5,12593.6,10379.1,10397.5,10410.5,10401.8,10429.1,10446.6,2200,55.0
25.40M,2219349,26632192,40,13300.4,13369.7,13398.5,12547.4,12564.4,12592.0,10363.1,10374.6,10415.2,10411.4,10443.5,10468.9,2200,55.0
28.51M,2491136,29893632,35,13374.2,13430.1,13521.3,12517.0,12541.4,12583.0,10387.1,10394.0,10430.3,10383.7,10426.9,10445.1,2200,55.0
32.00M,2796202,33554432,32,13490.3,13492.2,13507.8,12546.8,12587.2,12624.5,10365.9,10372.0,10388.1,10411.1,10434.3,10450.5,2200,55.0
35.92M,3138645,37663744,28,13603.1,13615.4,13659.6,12510.7,12573.5,12585.5,10395.7,10412.8,10441.7,10421.8,10461.8,10479.1,2200,55.0
40.32M,3522986,42275840,25,13667.7,13681.9,13736.0,12493.3,12582.4,12638.9,10374.9,10412.7,10477.3,10444.0,10482.9,10505.8,2200,55.0
45.25M,3954432,47453184,22,13718.9,13833.3,13869.4,12514.3,12583.1,12649.1,10404.2,10410.8,10459.5,10456.7,10514.7,10552.6,2200,55.0
50.80M,4438698,53264384,20,13652.8,13740.9,13816.1,12579.2,12600.5,12650.8,10397.3,10429.3,10431.8,9506.3,10438.1,10495.5,2200,55.0
57.02M,4982272,59787264,17,13250.2,13710.9,13773.1,12557.4,12569.7,12613.3,10399.6,10421.2,10454.2,10452.1,10468.6,10476.1,2200,55.0
64.00M,5592405,67108864,16,13512.6,13606.7,13732.2,12517.5,12594.8,12641.5,10388.4,10423.8,10453.3,10430.4,10462.6,10492.2,2200,55.0
71.84M,6277290,75327488,14,13706.7,13803.7,13914.1,12517.4,12539.0,12605.1,10424.5,10446.2,10476.7,10482.6,10488.2,10506.0,2200,55.0
80.63M,7045973,84551680,12,13812.2,13907.3,14039.4,12476.2,12545.7,12573.7,10459.1,10482.6,10494.0,9977.6,10509.9,10566.3,2200,55.0
90.51M,7908864,94906368,11,13455.9,13908.7,14158.0,12531.4,12571.2,12606.4,10454.5,10538.1,10546.2,10559.3,10569.7,10586.3,2200,55.0
101.59M,8877397,106528768,10,13887.0,14071.3,14152.9,12488.0,12543.2,12605.8,10480.0,10482.9,10486.1,10464.5,10541.0,10562.0,2200,55.0
114.04M,9964544,119574528,8,13372.6,13842.0,14189.2,12508.1,12561.7,12581.5,9454.1,10469.7,10544.4,9568.3,10545.5,10576.2,2200,55.0
128.00M,11184810,134217728,8,13415.1,14064.6,14120.2,12491.7,12514.2,12593.5,10426.4,10485.0,10495.6,10516.1,10532.7,10559.9,2200,55.0
143.67M,12554496,150653952,7,13795.9,13906.6,13974.4,12482.9,12520.0,12532.6,9427.1,10464.2,10511.7,10486.0,10498.4,10538.9,2200,55.0
161.27M,14091946,169103360,6,12228.7,12586.1,13888.9,12464.0,12506.9,12559.7,9393.6,10376.3,10449.5,9391.5,9438.7,10500.7,2200,55.0
181.02M,15817728,189812736,5,11780.2,13494.9,13982.7,12501.6,12545.0,12575.0,9464.7,10393.2,10516.5,9493.0,10481.2,10588.7,2200,55.0
203.19M,17754794,213057536,5,12676.4,13799.5,14205.2,12472.6,12504.5,12547.4,9311.6,9479.0,10527.0,9481.5,9494.6,10528.8,2200,55.0
228.07M,19929088,239149056,5,11957.7,13798.9,14073.1,12413.2,12490.8,12506.5,9271.9,10364.9,10492.6,9459.3,10423.2,10531.4,2200,55.0
256.00M,22369621,268435456,5,12504.2,13412.2,13819.9,12400.9,12461.2,12536.3,10207.4,10349.1,10478.5,9449.0,9460.6,10511.2,2200,55.0
287.35M,25109077,301308928,5,13202.3,13806.6,13836.1,12447.9,12458.0,12535.8,10327.6,10458.1,10481.7,10378.5,10410.1,10505.5,2200,55.0
322.54M,28183978,338207744,5,13173.1,13572.0,13770.8,12389.9,12493.5,12507.6,10335.5,10459.9,10489.6,9896.4,10411.2,10502.7,2200,55.0
362.04M,31635456,379625472,5,12862.6,13452.7,13622.0,12462.8,12474.6,12543.8,10366.9,10437.9,10468.4,10394.1,10420.1,10500.8,2200,55.0
406.38M,35509589,426115072,5,12687.2,13326.3,13355.7,12430.7,12496.8,12523.2,10378.6,10426.4,10444.5,10276.5,10368.8,10469.6,2200,55.0
456.14M,39858176,478298112,5,12006.8,13192.1,13584.9,12402.9,12485.9,12539.4,9430.3,10298.6,10423.8,9219.8,10293.5,10414.1,2200,55.0
512.00M,44739242,536870912,5,12127.8,13556.8,14281.2,12465.2,12482.6,12523.3,10243.8,10412.5,10486.2,9498.8,10242.5,10518.4,2200,55.0
574.70M,50218069,602616832,5,12029.4,13412.5,14092.8,12399.2,12454.5,12495.2,10221.8,10360.3,10444.2,10142.3,10375.8,10451.2,2200,55.0
645.08M,56367872,676414464,5,11607.5,12418.6,13366.4,12402.2,12435.4,12459.1,9535.4,10101.5,10284.1,9342.1,10148.7,10406.1,2200,55.0
724.08M,63270826,759249920,5,12292.4,13686.5,13869.5,12346.4,12414.6,12430.7,10072.3,10142.1,10389.2,9192.7,10337.9,10500.7,2200,55.0
812.75M,71019093,852229120,5,12754.3,13143.1,13367.3,12377.3,12458.4,12497.3,10321.2,10344.6,10367.7,9810.1,10434.5,10482.8,2200,55.0
912.28M,79716266,956595200,5,12258.6,12578.8,13085.9,12269.7,12394.2,12432.4,9964.4,10203.3,10258.3,9940.8,10294.2,10374.9,2200,55.0
1.00G,89478485,1073741824,5,12509.4,12912.9,13597.3,12450.7,12469.4,12559.5,10282.2,10414.7,10504.0,10382.2,10523.6,10632.4,2200,55.0
1.12G,100436224,1205234688,5,12685.5,12832.0,13719.4,11990.9,12267.4,12342.4,9840.1,10013.3,10102.0,9281.5,9968.3,10142.3,2200,55.0
1.26G,112735829,1352829952,5,12735.1,12893.1,13043.2,12524.5,12564.2,12585.6,10340.2,10387.4,10456.8,10430.4,10476.3,10534.7,2200,55.0
1.41G,126541653,1518499840,5,12729.1,12788.4,13345.6,12374.2,12386.3,12432.6,10261.1,10363.8,10419.6,10357.0,10391.8,10473.7,2200,55.0
1.59G,142038272,1704459264,5,12677.1,12776.7,13302.0,12251.2,12462.2,12492.9,10158.0,10333.7,10441.6,9791.2,10416.5,10551.0,2200,55.0
1.78G,159432533,1913190400,5,10786.1,12486.5,13011.8,12566.1,12596.8,12599.0,10500.1,10522.2,10543.1,9968.6,10522.3,10566.5,2200,55.0
2.00G,178956970,2147483648,5,12779.0,13109.5,13321.6,12279.3,12472.2,12476.3,10062.6,10416.9,10452.1,9372.4,10380.4,10496.7,2200,55.0
