label,array_size,working_set_bytes,ntimes,copy_min,copy_med,copy_max,scale_min,scale_med,scale_max,add_min,add_med,add_max,triad_min,triad_med,triad_max,cpu_freq_mhz,temp_c
35.92M,3138645,37663744,28,11587.1,13500.2,13980.5,10804.9,12585.5,12650.5,8880.9,10332.5,10432.8,8925.0,10441.7,10617.9,2200,55.0
40.32M,3522986,42275840,25,12603.9,13787.2,13882.8,12616.0,12633.5,12638.9,9046.8,10451.4,10474.2,8989.0,10505.8,10534.6,2200,55.0
45.25M,3954432,47453184,22,11716.4,13767.2,13998.2,10759.7,12623.8,12669.6,8988.9,10489.2,10559.3,8975.6,10486.5,10558.8,2200,55.0
50.80M,4438698,53264384,20,11428.6,13131.5,14102.6,10644.5,12610.1,12614.4,8892.2,10348.7,10478.8,8863.9,9285.8,10578.5,2200,55.0
57.02M,4982272,59787264,17,11392.0,12995.7,13806.0,10703.5,12584.9,12653.4,8960.7,10334.9,10465.2,8950.2,10349.4,10496.3,2200,55.0
64.00M,5592405,67108864,16,11275.0,13795.8,14113.3,10664.4,12500.0,12620.2,8900.4,10474.3,10513.4,8926.4,10470.8,10518.9,2200,55.0
71.84M,6277290,75327488,14,13377.6,13853.7,14093.7,12436.1,12566.7,12592.3,10266.7,10452.1,10485.4,10341.6,10489.9,10516.1,2200,55.0
80.63M,7045973,84551680,12,13367.1,13608.7,14077.9,12523.1,12543.0,12585.1,10320.0,10387.4,10553.1,10345.3,10378.3,10545.2,2200,55.0
90.51M,7908864,94906368,11,13597.9,13680.0,13902.8,12523.7,12561.1,12596.2,10352.0,10404.0,10493.7,10408.6,10461.7,10484.5,2200,55.0
101.59M,8877397,106528768,10,11533.1,13814.2,13860.5,10501.2,12545.3,12589.9,8741.9,10415.5,10445.9,8822.3,10471.6,10500.7,2200,55.0
114.04M,9964544,119574528,8,12372.5,13555.3,13617.1,12060.1,12514.7,12551.8,9239.2,10345.8,10379.8,9572.1,10430.3,10475.2,2200,55.0
128.00M,11184810,134217728,8,11357.9,13183.7,13512.1,10709.4,12504.2,12537.2,9014.6,10218.4,10281.8,9014.6,10251.9,10379.6,2200,55.0
143.67M,12554496,150653952,7,10688.1,13382.2,13726.3,10526.7,12481.0,12576.4,8537.5,10266.8,10413.6,8530.7,10372.1,10422.9,2200,55.0
161.27M,14091946,169103360,6,10923.8,13084.5,13824.3,10450.1,12481.8,12528.7,8539.7,9376.4,10446.1,8546.3,10332.0,10476.7,2200,55.0
181.02M,15817728,189812736,5,10577.7,12966.4,13791.9,10607.9,12350.3,12442.7,8583.4,10131.4,10407.5,8807.9,10161.9,10474.7,2200,55.0
203.19M,17754794,213057536,5,9944.6,13274.6,13761.9,10632.4,12439.7,12480.4,8934.0,10346.6,10446.0,8256.4,10408.8,10441.4,2200,55.0
228.07M,19929088,239149056,5,10878.5,12873.2,13549.2,10376.3,12431.4,12543.1,8742.7,9292.0,10415.1,8754.6,9271.5,10449.6,2200,55.0
256.00M,22369621,268435456,5,10802.6,13034.0,13491.7,10728.8,12429.2,12545.1,8955.3,10251.9,10309.8,8939.2,10260.5,10365.1,2200,55.0
287.35M,25109077,301308928,5,11881.0,13122.8,13248.4,10716.1,12471.8,12496.0,8979.5,10178.0,10259.0,9028.8,10235.7,10271.3,2200,55.0
322.54M,28183978,338207744,5,12517.2,13017.2,13547.7,12460.4,12501.1,12528.3,9653.5,10246.5,10418.6,9416.4,10276.7,10425.6,2200,55.0
362.04M,31635456,379625472,5,11808.7,12308.9,14284.9,10734.4,12488.8,12538.8,8879.1,10167.5,10448.2,8439.1,10128.5,10502.5,2200,55.0
406.38M,35509589,426115072,5,10877.9,12797.4,13259.7,10665.1,12420.8,12536.5,9026.7,10132.8,10373.8,9024.4,9123.7,10395.3,2200,55.0
456.14M,39858176,478298112,5,11303.7,12165.3,14000.7,10647.3,12490.2,12554.9,8874.6,9854.3,10459.6,9047.2,10045.2,10439.5,2200,55.0
512.00M,44739242,536870912,5,10880.5,13788.7,14186.6,10643.9,12532.9,12571.6,8781.0,10398.0,10459.8,8359.1,10400.6,10536.0,2200,55.0
574.70M,50218069,602616832,5,11226.0,13643.0,14340.3,10681.6,12536.9,12546.3,8955.4,10401.6,10485.4,9020.0,10450.3,10558.0,2200,55.0
645.08M,56367872,676414464,5,11095.2,12315.1,13237.7,10621.0,12481.8,12549.9,8787.2,9689.6,10389.1,8848.0,10062.6,10403.5,2200,55.0
724.08M,63270826,759249920,5,12663.7,13062.4,13781.4,12382.4,12425.3,12448.7,10145.4,10233.0,10349.8,10194.6,10353.9,10482.0,2200,55.0
812.75M,71019093,852229120,5,10719.8,12494.9,13339.4,10682.2,12433.0,12566.1,8663.9,10125.1,10349.0,8877.5,10332.7,10476.7,2200,55.0
912.28M,79716266,956595200,5,11013.2,13190.7,13781.1,10746.5,12443.0,12528.8,9025.2,10278.6,10387.9,9081.5,10364.8,10526.5,2200,55.0
1.00G,89478485,1073741824,5,11334.5,12781.5,13202.5,10532.3,12299.1,12535.1,8803.3,10262.5,10459.1,8736.9,10412.2,10519.3,2200,55.0
